Title:               5-Year 0-1/8% Treasury Inflation-Indexed Note, Due 4/15/2016 (DISCONTINUED)©
2012-01-27  -1.284
2012-01-30  -1.290
2012-01-31  -1.316
2012-02-01  -1.323
2012-02-02  -1.341
2012-02-03  -1.275
2012-02-06  -1.311
2012-02-07  -1.307
2012-02-08  -1.291
2012-02-09  -1.250
2012-02-10  -1.279
2012-02-13  -1.298
2012-02-14  -1.315
2012-02-15  -1.325
2012-02-16  -1.297
2012-02-17  -1.290
2012-02-20       .
2012-02-21  -1.316
2012-02-22  -1.375
2012-02-23  -1.433
2012-02-24  -1.395
2012-02-27  -1.443
2012-02-28  -1.427
2012-02-29  -1.375
2012-03-01  -1.363
2012-03-02  -1.380
2012-03-05  -1.350
2012-03-06  -1.386
2012-03-07  -1.392
2012-03-08  -1.395
2012-03-09  -1.403
2012-03-12  -1.409
2012-03-13  -1.404
2012-03-14  -1.290
2012-03-15  -1.297
2012-03-16  -1.262
2012-03-19  -1.202
2012-03-20  -1.174
2012-03-21  -1.210
2012-03-22  -1.191
2012-03-23  -1.215
2012-03-26  -1.199
2012-03-27  -1.269
2012-03-28  -1.256
2012-03-29  -1.265
2012-03-30  -1.245
2012-04-02  -1.299
2012-04-03  -1.220
2012-04-04  -1.188
2012-04-05  -1.219
2012-04-06  -1.257
2012-04-09  -1.238
2012-04-10  -1.278
2012-04-11  -1.295
2012-04-12  -1.293
2012-04-13  -1.318
2012-04-16  -1.312
2012-04-17  -1.315
2012-04-18  -1.282
2012-04-19  -1.241
2012-04-20  -1.250
2012-04-23  -1.269
2012-04-24  -1.288
2012-04-25  -1.279
2012-04-26  -1.322
2012-04-27  -1.350
2012-04-30  -1.369
2012-05-01  -1.347
2012-05-02  -1.357
2012-05-03  -1.319
2012-05-04  -1.281
2012-05-07  -1.267
2012-05-08  -1.278
2012-05-09  -1.283
2012-05-10  -1.279
2012-05-11  -1.264
2012-05-14  -1.263
2012-05-15  -1.267
2012-05-16  -1.234
2012-05-17  -1.216
2012-05-18  -1.200
2012-05-21  -1.213
2012-05-22  -1.181
2012-05-23  -1.138
2012-05-24  -1.107
2012-05-25  -1.091
2012-05-28       .
2012-05-29  -1.064
2012-05-30  -1.075
2012-05-31  -1.090
2012-06-01  -1.016
2012-06-04  -0.969
2012-06-05  -0.972
2012-06-06  -0.944
2012-06-07  -0.985
2012-06-08  -1.017
2012-06-11  -1.048
2012-06-12  -1.001
2012-06-13  -1.052
2012-06-14  -1.033
2012-06-15  -1.167
2012-06-18  -1.146
2012-06-19  -1.159
2012-06-20  -1.147
2012-06-21  -1.040
2012-06-22  -0.979
2012-06-25  -0.974
2012-06-26  -0.946
2012-06-27  -0.936
2012-06-28  -0.912
2012-06-29  -0.948
2012-07-02  -0.980
2012-07-03  -1.046
2012-07-04       .
2012-07-05  -1.086
2012-07-06  -1.092
2012-07-09  -1.099
2012-07-10  -1.121
2012-07-11  -1.112
2012-07-12  -1.095
2012-07-13  -1.103
2012-07-16  -1.146
2012-07-17  -1.123
2012-07-18  -1.162
2012-07-19  -1.172
2012-07-20  -1.189
2012-07-23  -1.165
2012-07-24  -1.127
2012-07-25  -1.093
2012-07-26  -1.113
2012-07-27  -1.131
2012-07-30  -1.176
2012-07-31  -1.228
2012-08-01  -1.223
2012-08-02  -1.236
2012-08-03  -1.230
2012-08-06  -1.275
2012-08-07  -1.282
2012-08-08  -1.258
2012-08-09  -1.245
2012-08-10  -1.260
2012-08-13  -1.260
2012-08-14  -1.243
2012-08-15  -1.166
2012-08-16  -1.167
2012-08-17  -1.158
2012-08-20  -1.145
2012-08-21  -1.166
2012-08-22  -1.243
2012-08-23  -1.335
2012-08-24  -1.305
2012-08-27  -1.351
2012-08-28  -1.373
2012-08-29  -1.332
2012-08-30  -1.308
2012-08-31  -1.399
2012-09-03       .
2012-09-04  -1.401
2012-09-05  -1.415
2012-09-06  -1.386
2012-09-07  -1.448
2012-09-10  -1.474
2012-09-11  -1.501
2012-09-12  -1.487
2012-09-13  -1.643
2012-09-14  -1.772
2012-09-17  -1.673
2012-09-18  -1.616
2012-09-19  -1.571
2012-09-20  -1.561
2012-09-21  -1.581
2012-09-24  -1.554
2012-09-25  -1.558
2012-09-26  -1.524
2012-09-27  -1.525
2012-09-28  -1.534
2012-10-01  -1.536
2012-10-02  -1.574
2012-10-03  -1.613
2012-10-04  -1.664
2012-10-05  -1.644
2012-10-08       .
2012-10-09  -1.631
2012-10-10  -1.612
2012-10-11  -1.572
2012-10-12  -1.557
2012-10-15  -1.569
2012-10-16  -1.535
2012-10-17  -1.500
2012-10-18  -1.483
2012-10-19  -1.457
2012-10-22  -1.431
2012-10-23  -1.408
2012-10-24  -1.389
2012-10-25  -1.338
2012-10-26  -1.353
2012-10-29  -1.372
2012-10-30       .
2012-10-31  -1.431
2012-11-01  -1.426
2012-11-02  -1.387
2012-11-05  -1.394
2012-11-06  -1.386
2012-11-07  -1.402
2012-11-08  -1.421
2012-11-09  -1.395
2012-11-12       .
2012-11-13  -1.388
2012-11-14  -1.376
2012-11-15  -1.370
2012-11-16  -1.393
2012-11-19  -1.394
2012-11-20  -1.371
2012-11-21  -1.353
2012-11-22       .
2012-11-23  -1.355
2012-11-26  -1.376
2012-11-27  -1.389
2012-11-28  -1.404
2012-11-29  -1.422
2012-11-30  -1.458
2012-12-03  -1.460
2012-12-04  -1.462
2012-12-05  -1.483
2012-12-06  -1.493
2012-12-07  -1.498
2012-12-10  -1.508
2012-12-11  -1.494
2012-12-12  -1.521
2012-12-13  -1.487
2012-12-14  -1.463
2012-12-17  -1.448
2012-12-18  -1.435
2012-12-19  -1.449
2012-12-20  -1.462
2012-12-21  -1.452
2012-12-24  -1.440
2012-12-25       .
2012-12-26  -1.474
2012-12-27  -1.471
2012-12-28  -1.466
2012-12-31  -1.469
2013-01-01       .
2013-01-02  -1.473
2013-01-03  -1.431
2013-01-04  -1.436
2013-01-07  -1.480
2013-01-08  -1.504
2013-01-09  -1.544
2013-01-10  -1.550
2013-01-11  -1.537
2013-01-14  -1.562
2013-01-15  -1.605
2013-01-16  -1.588
2013-01-17  -1.576
2013-01-18  -1.599
2013-01-21       .
2013-01-22  -1.629
2013-01-23  -1.629
2013-01-24  -1.630
2013-01-25  -1.600
2013-01-28  -1.609
2013-01-29  -1.655
2013-01-30  -1.712
2013-01-31  -1.762
2013-02-01  -1.779
2013-02-04  -1.801
2013-02-05  -1.779
2013-02-06  -1.801
2013-02-07  -1.778
2013-02-08  -1.768
2013-02-11  -1.761
2013-02-12  -1.747
2013-02-13  -1.756
2013-02-14  -1.798
2013-02-15  -1.779
2013-02-18       .
2013-02-19  -1.775
2013-02-20  -1.780
2013-02-21  -1.777
2013-02-22  -1.796
2013-02-25  -1.827
2013-02-26  -1.802
2013-02-27  -1.810
2013-02-28  -1.813
2013-03-01  -1.820
2013-03-04  -1.824
2013-03-05  -1.835
2013-03-06  -1.813
2013-03-07  -1.800
2013-03-08  -1.814
2013-03-11  -1.810
2013-03-12  -1.832
2013-03-13  -1.841
2013-03-14  -1.893
2013-03-15  -1.910
2013-03-18  -1.922
2013-03-19  -1.882
2013-03-20  -1.886
2013-03-21  -1.867
2013-03-22  -1.856
2013-03-25  -1.875
2013-03-26  -1.860
2013-03-27  -1.872
2013-03-28  -1.882
2013-03-29       .
2013-04-01  -1.896
2013-04-02  -1.876
2013-04-03  -1.880
2013-04-04  -1.868
2013-04-05  -1.826
2013-04-08  -1.786
2013-04-09  -1.725
2013-04-10  -1.665
2013-04-11  -1.700
2013-04-12  -1.680
2013-04-15  -1.588
2013-04-16  -1.589
2013-04-17  -1.525
2013-04-18  -1.407
2013-04-19  -1.441
2013-04-22  -1.460
2013-04-23  -1.445
2013-04-24  -1.467
2013-04-25  -1.537
2013-04-26  -1.531
2013-04-29  -1.522
2013-04-30  -1.461
2013-05-01  -1.393
2013-05-02  -1.417
2013-05-03  -1.444
2013-05-06  -1.432
2013-05-07  -1.453
2013-05-08  -1.452
2013-05-09  -1.431
2013-05-10  -1.378
2013-05-13  -1.363
2013-05-14  -1.345
2013-05-15  -1.343
2013-05-16  -1.330
2013-05-17  -1.290
2013-05-20  -1.297
2013-05-21  -1.292
2013-05-22  -1.219
2013-05-23  -1.179
2013-05-24  -1.182
2013-05-27       .
2013-05-28  -1.144
2013-05-29  -1.094
2013-05-30  -1.037
2013-05-31  -1.056
2013-06-03  -1.101
2013-06-04  -1.112
2013-06-05  -1.114
2013-06-06  -1.083
2013-06-07  -1.047
2013-06-10  -0.990
2013-06-11  -0.962
2013-06-12  -0.916
2013-06-13  -0.920
2013-06-14  -1.016
2013-06-17  -0.987
2013-06-18  -1.042
2013-06-19  -0.930
2013-06-20  -0.772
2013-06-21  -0.591
2013-06-24  -0.498
2013-06-25  -0.497
2013-06-26  -0.585
2013-06-27  -0.770
2013-06-28  -0.805
2013-07-01  -0.838
2013-07-02  -0.914
2013-07-03  -0.909
2013-07-04       .
2013-07-05  -0.884
2013-07-08  -0.965
2013-07-09  -0.976
2013-07-10  -1.003
2013-07-11  -1.055
2013-07-12  -1.050
2013-07-15  -1.100
2013-07-16  -1.160
2013-07-17  -1.179
2013-07-18  -1.158
2013-07-19  -1.190
2013-07-22  -1.158
2013-07-23  -1.119
2013-07-24  -1.027
2013-07-25  -0.969
2013-07-26  -1.023
2013-07-29  -0.990
2013-07-30  -0.991
2013-07-31  -1.018
2013-08-01  -1.051
2013-08-02  -1.121
2013-08-05  -1.099
2013-08-06  -1.111
2013-08-07  -1.129
2013-08-08  -1.066
2013-08-09  -1.073
2013-08-12  -1.046
2013-08-13  -0.981
2013-08-14  -0.952
2013-08-15  -0.877
2013-08-16  -0.791
2013-08-19  -0.738
2013-08-20  -0.831
2013-08-21  -0.787
2013-08-22  -0.690
2013-08-23  -0.793
2013-08-26  -0.861
2013-08-27  -0.925
2013-08-28  -0.901
2013-08-29  -0.871
2013-08-30  -0.834
2013-09-02       .
2013-09-03  -0.781
2013-09-04  -0.699
2013-09-05  -0.603
2013-09-06  -0.681
2013-09-09  -0.711
2013-09-10  -0.667
2013-09-11  -0.737
2013-09-12  -0.771
2013-09-13  -0.786
2013-09-16  -0.827
2013-09-17  -0.849
2013-09-18  -1.020
2013-09-19  -0.962
2013-09-20  -0.970
2013-09-23  -0.957
2013-09-24  -0.931
2013-09-25  -0.955
2013-09-26  -0.931
2013-09-27  -0.942
2013-09-30  -0.922
2013-10-01  -0.902
2013-10-02  -0.968
2013-10-03  -1.004
2013-10-04  -0.990
2013-10-07  -0.977
2013-10-08  -0.935
2013-10-09  -0.935
2013-10-10  -0.999
2013-10-11  -1.005
2013-10-14       .
2013-10-15  -0.997
2013-10-16  -1.024
2013-10-17  -1.053
2013-10-18  -1.037
2013-10-21  -1.042
2013-10-22  -1.060
2013-10-23  -1.039
2013-10-24  -1.027
2013-10-25  -1.054
2013-10-28  -1.051
2013-10-29  -1.060
2013-10-30  -1.022
2013-10-31  -0.991
2013-11-01  -0.924
2013-11-04  -0.927
2013-11-05  -0.937
2013-11-06  -1.018
2013-11-07  -1.002
2013-11-08  -0.957
2013-11-11       .
2013-11-12  -0.976
2013-11-13  -1.021
2013-11-14  -1.086
2013-11-15  -1.087
2013-11-18  -1.101
2013-11-19  -1.053
2013-11-20  -1.025
2013-11-21  -1.047
2013-11-22  -1.058
2013-11-25  -1.035
2013-11-26  -1.026
2013-11-27  -0.985
2013-11-28       .
2013-11-29  -0.986
2013-12-02  -0.961
2013-12-03  -0.968
2013-12-04  -0.942
2013-12-05  -0.950
2013-12-06  -0.921
2013-12-09  -0.923
2013-12-10  -0.950
2013-12-11  -0.953
2013-12-12  -0.917
2013-12-13  -0.957
2013-12-16  -0.998
2013-12-17  -1.025
2013-12-18  -1.025
2013-12-19  -0.990
2013-12-20  -0.996
2013-12-23  -1.000
2013-12-24  -0.976
2013-12-25       .
2013-12-26  -0.996
2013-12-27  -1.022
2013-12-30  -1.053
2013-12-31  -1.040
2014-01-01       .
2014-01-02  -1.111
2014-01-03  -1.109
2014-01-06  -1.116
2014-01-07  -1.132
2014-01-08  -1.092
2014-01-09  -1.115
2014-01-10  -1.185
2014-01-13  -1.186
2014-01-14  -1.139
2014-01-15  -1.140
2014-01-16  -1.114
2014-01-17  -1.126
2014-01-20       .
2014-01-21  -1.134
2014-01-22  -1.100
2014-01-23  -1.170
2014-01-24  -1.187
2014-01-27  -1.173
2014-01-28  -1.196
2014-01-29  -1.248
2014-01-30  -1.252
2014-01-31  -1.276
2014-02-03  -1.334
2014-02-04  -1.299
2014-02-05  -1.291
2014-02-06  -1.297
2014-02-07  -1.370
2014-02-10  -1.371
2014-02-11  -1.360
2014-02-12  -1.340
2014-02-13  -1.395
2014-02-14  -1.375
2014-02-17       .
2014-02-18  -1.412
2014-02-19  -1.402
2014-02-20  -1.379
2014-02-21  -1.400
2014-02-24  -1.418
2014-02-25  -1.429
2014-02-26  -1.479
2014-02-27  -1.470
2014-02-28  -1.486
2014-03-03  -1.541
2014-03-04  -1.484
2014-03-05  -1.483
2014-03-06  -1.475
2014-03-07  -1.447
2014-03-10  -1.450
2014-03-11  -1.453
2014-03-12  -1.463
2014-03-13  -1.470
2014-03-14  -1.440
2014-03-17  -1.402
2014-03-18  -1.384
2014-03-19  -1.249
2014-03-20  -1.159
2014-03-21  -1.170
2014-03-24  -1.175
2014-03-25  -1.162
2014-03-26  -1.190
2014-03-27  -1.198
2014-03-28  -1.178
2014-03-31  -1.212
2014-04-01  -1.204
2014-04-02  -1.192
2014-04-03  -1.201
2014-04-04  -1.231
2014-04-07  -1.229
2014-04-08  -1.224
2014-04-09  -1.252
2014-04-10  -1.344
2014-04-11  -1.321
2014-04-14  -1.297
2014-04-15  -1.322
2014-04-16  -1.342
2014-04-17  -1.358
2014-04-18       .
2014-04-21  -1.407
2014-04-22  -1.357
2014-04-23  -1.381
2014-04-24  -1.380
2014-04-25  -1.387
2014-04-28  -1.355
2014-04-29  -1.332
2014-04-30  -1.336
2014-05-01  -1.364
2014-05-02  -1.327
2014-05-05  -1.305
2014-05-06  -1.291
2014-05-07  -1.289
2014-05-08  -1.319
2014-05-09  -1.288
2014-05-12  -1.248
2014-05-13  -1.272
2014-05-14  -1.318
2014-05-15  -1.341
2014-05-16  -1.358
2014-05-19  -1.337
2014-05-20  -1.347
2014-05-21  -1.359
2014-05-22  -1.376
2014-05-23  -1.359
2014-05-26       .
2014-05-27  -1.336
2014-05-28  -1.342
2014-05-29  -1.344
2014-05-30  -1.292
2014-06-02  -1.241
2014-06-03  -1.200
2014-06-04  -1.215
2014-06-05  -1.243
2014-06-06  -1.227
2014-06-09  -1.207
2014-06-10  -1.238
2014-06-11  -1.252
2014-06-12  -1.311
2014-06-13  -1.245
2014-06-16  -1.239
2014-06-17  -1.282
2014-06-18  -1.291
2014-06-19  -1.363
2014-06-20  -1.393
2014-06-23  -1.389
2014-06-24  -1.402
2014-06-25  -1.392
2014-06-26  -1.357
2014-06-27  -1.390
2014-06-30  -1.347
2014-07-01  -1.316
2014-07-02  -1.336
2014-07-03  -1.316
2014-07-04       .
2014-07-07  -1.315
2014-07-08  -1.328
2014-07-09  -1.293
2014-07-10  -1.330
2014-07-11  -1.327
2014-07-14  -1.267
2014-07-15  -1.212
2014-07-16  -1.198
2014-07-17  -1.250
2014-07-18  -1.222
2014-07-21  -1.212
2014-07-22  -1.156
2014-07-23  -1.143
2014-07-24  -1.152
2014-07-25  -1.186
2014-07-28  -1.172
2014-07-29  -1.204
2014-07-30  -1.149
2014-07-31  -1.148
2014-08-01  -1.148
2014-08-04  -1.131
2014-08-05  -1.127
2014-08-06  -1.137
2014-08-07  -1.148
2014-08-08  -1.137
2014-08-11  -1.149
2014-08-12  -1.142
2014-08-13  -1.157
2014-08-14  -1.137
2014-08-15  -1.079
2014-08-18  -1.038
2014-08-19  -0.977
2014-08-20  -0.963
2014-08-21  -0.958
2014-08-22  -0.945
2014-08-25  -0.943
2014-08-26  -0.964
2014-08-27  -0.982
2014-08-28  -0.969
2014-08-29  -0.956
2014-09-01       .
2014-09-02  -0.897
2014-09-03  -0.910
2014-09-04  -0.895
2014-09-05  -0.928
2014-09-08  -0.865
2014-09-09  -0.827
2014-09-10  -0.782
2014-09-11  -0.807
2014-09-12  -0.806
2014-09-15  -0.830
2014-09-16  -0.841
2014-09-17  -0.693
2014-09-18  -0.666
2014-09-19  -0.675
2014-09-22  -0.648
2014-09-23  -0.682
2014-09-24  -0.688
2014-09-25  -0.774
2014-09-26  -0.683
2014-09-29  -0.711
2014-09-30  -0.671
2014-10-01  -0.723
2014-10-02  -0.705
2014-10-03  -0.644
2014-10-06  -0.681
2014-10-07  -0.723
2014-10-08  -0.760
2014-10-09  -0.726
2014-10-10  -0.723
2014-10-13       .
2014-10-14  -0.677
2014-10-15  -0.556
2014-10-16  -0.613
2014-10-17  -0.601
2014-10-20  -0.660
2014-10-21  -0.651
2014-10-22  -0.642
2014-10-23  -0.604
2014-10-24  -0.616
2014-10-27  -0.654
2014-10-28  -0.666
2014-10-29  -0.678
2014-10-30  -0.685
2014-10-31  -0.684
2014-11-03  -0.659
2014-11-04  -0.645
2014-11-05  -0.662
2014-11-06  -0.637
2014-11-07  -0.701
2014-11-10  -0.676
2014-11-11       .
2014-11-12  -0.711
2014-11-13  -0.647
2014-11-14  -0.690
2014-11-17  -0.653
2014-11-18  -0.622
2014-11-19  -0.574
2014-11-20  -0.647
2014-11-21  -0.646
2014-11-24  -0.553
2014-11-25  -0.491
2014-11-26  -0.506
2014-11-27       .
2014-11-28  -0.431
2014-12-01  -0.342
2014-12-02  -0.221
2014-12-03  -0.247
2014-12-04  -0.265
2014-12-05  -0.146
2014-12-08  -0.083
2014-12-09  -0.142
2014-12-10  -0.113
2014-12-11  -0.056
2014-12-12   0.049
2014-12-15   0.084
2014-12-16   0.160
2014-12-17   0.314
2014-12-18   0.327
2014-12-19   0.274
2014-12-22   0.304
2014-12-23   0.275
2014-12-24   0.336
2014-12-25       .
2014-12-26   0.313
2014-12-29   0.307
2014-12-30   0.307
2014-12-31   0.302
2015-01-01       .
2015-01-02   0.302
2015-01-05   0.347
2015-01-06   0.484
2015-01-07   0.447
2015-01-08   0.330
2015-01-09   0.312
2015-01-12   0.275
2015-01-13   0.332
2015-01-14   0.194
2015-01-15   0.131
2015-01-16   0.055
2015-01-19       .
2015-01-20   0.100
2015-01-21   0.093
2015-01-22   0.087
2015-01-23  -0.023
2015-01-26  -0.004
2015-01-27  -0.056
2015-01-28  -0.120
2015-01-29  -0.108
2015-01-30  -0.259
2015-02-02  -0.305
2015-02-03  -0.462
2015-02-04  -0.379
2015-02-05  -0.472
2015-02-06  -0.489
2015-02-09  -0.517
2015-02-10  -0.472
2015-02-11  -0.460
2015-02-12  -0.462
2015-02-13  -0.554
2015-02-16       .
2015-02-17  -0.482
2015-02-18  -0.564
2015-02-19  -0.498
2015-02-20  -0.537
2015-02-23  -0.566
2015-02-24  -0.629
2015-02-25  -0.671
2015-02-26  -0.830
2015-02-27  -0.961
2015-03-02  -0.902
2015-03-03  -0.973
2015-03-04  -0.955
2015-03-05  -0.881
2015-03-06  -0.833
2015-03-09  -0.821
2015-03-10  -0.789
2015-03-11  -0.805
2015-03-12  -0.800
2015-03-13  -0.736
2015-03-16  -0.653
2015-03-17  -0.654
2015-03-18  -0.879
2015-03-19  -0.810
2015-03-20  -0.831
2015-03-23  -0.805
2015-03-24  -0.814
2015-03-25  -0.839
2015-03-26  -0.849
2015-03-27  -0.871
2015-03-30  -0.852
2015-03-31  -0.899
2015-04-01  -1.042
2015-04-02  -0.934
2015-04-03  -1.032
2015-04-06  -1.081
2015-04-07  -1.129
2015-04-08  -1.079
2015-04-09  -1.037
2015-04-10  -0.993
2015-04-13  -1.050
2015-04-14  -1.069
2015-04-15  -1.149
2015-04-16  -1.199
2015-04-17  -1.303
2015-04-20  -1.275
2015-04-21  -1.193
2015-04-22  -1.205
2015-04-23  -1.287
2015-04-24  -1.283
2015-04-27  -1.271
2015-04-28  -1.220
2015-04-29  -1.199
2015-04-30  -1.211
2015-05-01  -1.166
2015-05-04  -1.097
2015-05-05  -1.165
2015-05-06  -1.112
2015-05-07  -1.058
2015-05-08  -0.961
2015-05-11  -0.889
2015-05-12  -0.926
2015-05-13  -0.945
2015-05-14  -1.007
2015-05-15  -0.941
2015-05-18  -0.893
2015-05-19  -0.811
2015-05-20  -0.883
2015-05-21  -0.877
2015-05-22  -0.811
2015-05-25       .
2015-05-26  -0.718
2015-05-27  -0.633
2015-05-28  -0.530
2015-05-29  -0.625
2015-06-01  -0.609
2015-06-02  -0.647
2015-06-03  -0.524
2015-06-04  -0.508
2015-06-05  -0.514
2015-06-08  -0.525
2015-06-09  -0.646
2015-06-10  -0.686
2015-06-11  -0.716
2015-06-12  -0.733
2015-06-15  -0.690
2015-06-16  -0.674
2015-06-17  -0.751
2015-06-18  -0.679
2015-06-19  -0.582
2015-06-22  -0.537
2015-06-23  -0.568
2015-06-24  -0.551
2015-06-25  -0.515
2015-06-26  -0.482
2015-06-29  -0.514
2015-06-30  -0.545
2015-07-01  -0.469
2015-07-02  -0.471
2015-07-03       .
2015-07-06  -0.258
2015-07-07  -0.179
2015-07-08  -0.190
2015-07-09  -0.191
2015-07-10  -0.112
2015-07-13  -0.072
2015-07-14  -0.010
2015-07-15   0.021
2015-07-16   0.146
2015-07-17   0.146
2015-07-20   0.146
2015-07-21   0.125
2015-07-22   0.232
2015-07-23   0.222
2015-07-24   0.321
2015-07-27   0.399
2015-07-28   0.444
2015-07-29   0.445
2015-07-30   0.479
2015-07-31   0.708
2015-08-03   0.790
2015-08-04   0.917
2015-08-05   0.943
2015-08-06   0.889
2015-08-07   1.119
2015-08-10   1.088
2015-08-11   1.127
2015-08-12   1.167
2015-08-13   1.254
2015-08-14   1.400
2015-08-17   1.417
2015-08-18   1.410
2015-08-19   1.598
2015-08-20   1.702
2015-08-21   1.698
2015-08-24   1.916
2015-08-25   1.949
2015-08-26   1.932
2015-08-27   1.788
2015-08-28   1.746
2015-08-31   1.599
2015-09-01   1.696
2015-09-02   1.716
2015-09-03   1.645
2015-09-04   1.765
2015-09-07       .
2015-09-08   1.760
2015-09-09   1.767
2015-09-10   1.788
2015-09-11   1.744
2015-09-14   1.806
2015-09-15   1.924
