Title:               30-Year 2-1/8% Treasury Inflation-Indexed Bond, Due 2/15/2041©
Series ID:           WTP30F41
Source:              Haver Analytics
Release:             Weekly Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Weekly, Ending Friday
Units:               Percent
Date Range:          2011-02-25 to 2017-01-06
Last Updated:        2017-01-09 6:06 AM CST
Notes:               Yield to maturity on accrued principal.
                     Averages of business days. Copyright, 2016, Haver Analytics. Reprinted
                     with permission. Calculated from data provided by the Wall Street
                     Journal. Treasury Inflation-Protected Securities, or TIPS, are
                     securities whose principal is tied to the Consumer Price Index (CPI).
                     The principal increases with inflation and decreases with deflation.
                     When the security matures, the U.S. Treasury pays the original or
                     adjusted principal, whichever is greater.

DATE        VALUE
2011-02-25  2.008
2011-03-04  1.961
2011-03-11  1.913
2011-03-18  1.830
2011-03-25  1.865
2011-04-01  1.885
2011-04-08  1.849
2011-04-15  1.763
2011-04-22  1.689
2011-04-29  1.729
2011-05-06  1.673
2011-05-13  1.716
2011-05-20  1.782
2011-05-27  1.780
2011-06-03  1.756
2011-06-10  1.769
2011-06-17  1.785
2011-06-24  1.764
2011-07-01  1.738
2011-07-08  1.709
2011-07-15  1.575
2011-07-22  1.579
2011-07-29  1.524
2011-08-05  1.236
2011-08-12  1.004
2011-08-19  0.977
2011-08-26  1.055
2011-09-02  1.067
2011-09-09  0.982
2011-09-16  1.040
2011-09-23  0.949
2011-09-30  1.033
2011-10-07  0.868
2011-10-14  1.047
2011-10-21  1.022
2011-10-28  0.969
2011-11-04  0.761
2011-11-11  0.724
2011-11-18  0.809
2011-11-25  0.786
2011-12-02  0.770
2011-12-09  0.823
2011-12-16  0.744
2011-12-23  0.709
2011-12-30  0.748
2012-01-06  0.752
2012-01-13  0.704
2012-01-20  0.715
2012-01-27  0.762
2012-02-03  0.645
2012-02-10  0.694
2012-02-17  0.658
2012-02-24  0.675
2012-03-02  0.663
2012-03-09  0.761
2012-03-16  0.790
2012-03-23  0.827
2012-03-30  0.823
2012-04-06  0.832
2012-04-13  0.722
2012-04-20  0.678
2012-04-27  0.663
2012-05-04  0.692
2012-05-11  0.672
2012-05-18  0.586
2012-05-25  0.524
2012-06-01  0.452
2012-06-08  0.383
2012-06-15  0.454
2012-06-22  0.449
2012-06-29  0.445
2012-07-06  0.434
2012-07-13  0.332
2012-07-20  0.308
2012-07-27  0.266
2012-08-03  0.270
2012-08-10  0.328
2012-08-17  0.493
2012-08-24  0.474
2012-08-31  0.357
2012-09-07  0.355
2012-09-14  0.379
2012-09-21  0.363
2012-09-28  0.343
2012-10-05  0.298
2012-10-12  0.312
2012-10-19  0.373
2012-10-26  0.353
2012-11-02  0.299
2012-11-09  0.258
2012-11-16  0.220
2012-11-23  0.308
2012-11-30  0.290
2012-12-07  0.197
2012-12-14  0.222
2012-12-21  0.308
2012-12-28  0.273
2013-01-04  0.418
2013-01-11  0.385
2013-01-18  0.368
2013-01-25  0.378
2013-02-01  0.465
2013-02-08  0.460
