Title:               10-Year 1-1/8% Treasury Inflation-Indexed Note, Due 1/15/2021©
Series ID:           DTP10J21
Source:              Dow Jones & Company, Haver Analytics
Release:             Daily Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Daily
Units:               Percent
Date Range:          2011-01-21 to 2017-01-12
Last Updated:        2017-01-13 6:51 AM CST
Notes:               Yield to maturity on accrued principal.
                     Treasury Inflation-Protected Securities, or TIPS, are securities whose
                     principal is tied to the Consumer Price Index (CPI). The principal
                     increases with inflation and decreases with deflation. When the
                     security matures, the U.S. Treasury pays the original or adjusted
                     principal, whichever is greater.
                     Copyright, 2016, Haver Analytics. Reprinted with permission.

DATE         VALUE
2011-01-21   1.197
2011-01-24   1.194
2011-01-25   1.100
2011-01-26   1.172
2011-01-27   1.150
2011-01-28   1.097
2011-01-31   1.070
2011-02-01   1.100
2011-02-02   1.145
2011-02-03   1.227
2011-02-04   1.303
2011-02-07   1.315
2011-02-08   1.385
2011-02-09   1.324
2011-02-10   1.392
2011-02-11   1.346
2011-02-14   1.329
2011-02-15   1.328
2011-02-16   1.351
2011-02-17   1.312
2011-02-18   1.236
2011-02-21       .
2011-02-22   1.112
2011-02-23   1.093
2011-02-24   1.033
2011-02-25   1.017
2011-02-28   1.027
2011-03-01   0.997
2011-03-02   1.017
2011-03-03   1.075
2011-03-04   1.000
2011-03-07   0.987
2011-03-08   1.003
2011-03-09   0.978
2011-03-10   0.911
2011-03-11   0.945
2011-03-14   0.919
2011-03-15   0.920
2011-03-16   0.841
2011-03-17   0.825
2011-03-18   0.836
2011-03-21   0.885
2011-03-22   0.938
2011-03-23   0.973
2011-03-24   0.941
2011-03-25   0.981
2011-03-28   0.996
2011-03-29   1.036
2011-03-30   0.996
2011-03-31   0.972
2011-04-01   0.936
2011-04-04   0.888
2011-04-05   0.921
2011-04-06   0.981
2011-04-07   0.937
2011-04-08   0.901
2011-04-11   0.906
2011-04-12   0.842
2011-04-13   0.831
2011-04-14   0.841
2011-04-15   0.771
2011-04-18   0.752
2011-04-19   0.703
2011-04-20   0.764
2011-04-21   0.783
2011-04-22       .
2011-04-25   0.745
2011-04-26   0.715
2011-04-27   0.774
2011-04-28   0.733
2011-04-29   0.700
2011-05-02   0.698
2011-05-03   0.678
2011-05-04   0.641
2011-05-05   0.659
2011-05-06   0.655
2011-05-09   0.633
2011-05-10   0.678
2011-05-11   0.698
2011-05-12   0.730
2011-05-13   0.733
2011-05-16   0.747
2011-05-17   0.757
2011-05-18   0.763
2011-05-19   0.796
2011-05-20   0.791
2011-05-23   0.789
2011-05-24   0.750
2011-05-25   0.746
2011-05-26   0.702
2011-05-27   0.728
2011-05-30       .
2011-05-31   0.735
2011-06-01   0.678
2011-06-02   0.704
2011-06-03   0.675
2011-06-06   0.679
2011-06-07   0.680
2011-06-08   0.678
2011-06-09   0.722
2011-06-10   0.722
2011-06-13   0.718
2011-06-14   0.763
2011-06-15   0.680
2011-06-16   0.655
2011-06-17   0.691
2011-06-20   0.724
2011-06-21   0.714
2011-06-22   0.752
2011-06-23   0.657
2011-06-24   0.591
2011-06-27   0.620
2011-06-28   0.676
2011-06-29   0.654
2011-06-30   0.685
2011-07-01   0.719
2011-07-04       .
2011-07-05   0.689
