Title:               20-Year 2-1/2% Treasury Inflation-Indexed Bond, Due 1/15/2029©
2013-11-22   1.041
2013-11-29   1.031
2013-12-06   1.164
2013-12-13   1.173
2013-12-20   1.143
2013-12-27   1.188
2014-01-03   1.178
2014-01-10   1.076
2014-01-17   1.007
2014-01-24   0.988
2014-01-31   0.950
2014-02-07   0.918
2014-02-14   0.953
2014-02-21   0.967
2014-02-28   0.916
2014-03-07   0.907
2014-03-14   0.917
2014-03-21   0.947
2014-03-28   0.897
2014-04-04   0.966
2014-04-11   0.881
2014-04-18   0.834
2014-04-25   0.808
2014-05-02   0.768
2014-05-09   0.724
2014-05-16   0.684
2014-05-23   0.669
2014-05-30   0.581
2014-06-06   0.729
2014-06-13   0.747
2014-06-20   0.724
2014-06-27   0.638
2014-07-04   0.678
2014-07-11   0.603
2014-07-18   0.567
2014-07-25   0.524
2014-08-01   0.543
2014-08-08   0.530
2014-08-15   0.497
2014-08-22   0.528
2014-08-29   0.491
2014-09-05   0.574
2014-09-12   0.690
2014-09-19   0.799
2014-09-26   0.784
2014-10-03   0.779
2014-10-10   0.676
2014-10-17   0.541
2014-10-24   0.601
2014-10-31   0.655
2014-11-07   0.673
2014-11-14   0.666
2014-11-21   0.702
2014-11-28   0.642
2014-12-05   0.706
2014-12-12   0.634
2014-12-19   0.601
2014-12-26   0.658
2015-01-02   0.654
2015-01-09   0.527
2015-01-16   0.487
2015-01-23   0.443
2015-01-30   0.347
2015-02-06   0.363
2015-02-13   0.508
2015-02-20   0.604
2015-02-27   0.461
2015-03-06   0.478
2015-03-13   0.559
2015-03-20   0.449
2015-03-27   0.341
2015-04-03   0.344
2015-04-10   0.331
2015-04-17   0.315
2015-04-24   0.325
2015-05-01   0.372
2015-05-08   0.529
2015-05-15   0.611
2015-05-22   0.610
2015-05-29   0.537
2015-06-05   0.687
2015-06-12   0.749
2015-06-19   0.655
2015-06-26   0.703
2015-07-03   0.701
2015-07-10   0.642
2015-07-17   0.736
2015-07-24   0.677
2015-07-31   0.656
2015-08-07   0.666
2015-08-14   0.678
2015-08-21   0.709
2015-08-28   0.789
2015-09-04   0.835
2015-09-11   0.858
2015-09-18   0.894
2015-09-25   0.886
2015-10-02   0.840
2015-10-09   0.771
2015-10-16   0.753
2015-10-23   0.793
2015-10-30   0.803
2015-11-06   0.875
2015-11-13   0.937
2015-11-20   0.887
2015-11-27   0.821
2015-12-04   0.836
2015-12-11   0.860
2015-12-18   0.949
2015-12-25   0.955
2016-01-01   0.968
2016-01-08   0.907
2016-01-15   0.904
2016-01-22   0.914
2016-01-29   0.854
2016-02-05   0.761
2016-02-12   0.717
2016-02-19   0.775
2016-02-26   0.688
2016-03-04   0.625
2016-03-11   0.675
2016-03-18   0.652
2016-03-25   0.557
2016-04-01   0.454
2016-04-08   0.385
2016-04-15   0.445
2016-04-22   0.462
2016-04-29   0.443
2016-05-06   0.412
2016-05-13   0.381
2016-05-20   0.443
2016-05-27   0.487
2016-06-03   0.469
2016-06-10   0.353
2016-06-17   0.373
2016-06-24   0.433
2016-07-01   0.284
2016-07-08   0.170
2016-07-15   0.251
2016-07-22   0.309
2016-07-29   0.289
2016-08-05   0.312
2016-08-12   0.296
2016-08-19   0.304
2016-08-26   0.287
2016-09-02   0.294
2016-09-09   0.280
2016-09-16   0.407
2016-09-23   0.354
2016-09-30   0.245
2016-10-07   0.292
2016-10-14   0.346
2016-10-21   0.299
2016-10-28   0.322
2016-11-04   0.338
2016-11-11   0.409
2016-11-18   0.601
2016-11-25   0.628
2016-12-02   0.653
2016-12-09   0.649
2016-12-16   0.801
2016-12-23   0.817
2016-12-30   0.731
2017-01-06   0.640
