Title:               10-Year 0-1/8% Treasury Inflation-Indexed Note, Due 7/15/2022©
Series ID:           DTP10L22
Source:              Dow Jones & Company, Haver Analytics
Release:             Daily Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Daily
Units:               Percent
Date Range:          2012-07-20 to 2017-01-12
Last Updated:        2017-01-13 6:51 AM CST
Notes:               Treasury Inflation-Protected Securities, or TIPS, are securities whose
                     principal is tied to the Consumer Price Index (CPI). The principal
                     increases with inflation and decreases with deflation. When the
                     security matures, the U.S. Treasury pays the original or adjusted
                     principal, whichever is greater.
                     
                     Averages of business days. Yield to maturity on accrued principal.
                     
                     Calculated from data provided by the Wall Street Journal.
                     
                     Copyright, 2016, Haver Analytics. Reprinted with permission.

DATE         VALUE
2012-07-20  -0.694
2012-07-23  -0.698
2012-07-24  -0.696
2012-07-25  -0.688
2012-07-26  -0.665
2012-07-27  -0.612
2012-07-30  -0.660
2012-07-31  -0.714
2012-08-01  -0.679
2012-08-02  -0.709
2012-08-03  -0.675
2012-08-06  -0.697
2012-08-07  -0.675
2012-08-08  -0.634
2012-08-09  -0.613
2012-08-10  -0.622
2012-08-13  -0.607
2012-08-14  -0.559
2012-08-15  -0.470
2012-08-16  -0.451
2012-08-17  -0.448
2012-08-20  -0.452
2012-08-21  -0.469
2012-08-22  -0.563
2012-08-23  -0.643
2012-08-24  -0.628
2012-08-27  -0.664
2012-08-28  -0.697
2012-08-29  -0.667
2012-08-30  -0.657
2012-08-31  -0.700
2012-09-03       .
2012-09-04  -0.700
2012-09-05  -0.711
2012-09-06  -0.656
2012-09-07  -0.710
2012-09-10  -0.705
2012-09-11  -0.693
2012-09-12  -0.636
2012-09-13  -0.730
2012-09-14  -0.811
2012-09-17  -0.761
2012-09-18  -0.759
2012-09-19  -0.780
2012-09-20  -0.729
2012-09-21  -0.741
2012-09-24  -0.749
2012-09-25  -0.803
2012-09-26  -0.821
2012-09-27  -0.806
2012-09-28  -0.803
2012-10-01  -0.806
2012-10-02  -0.872
2012-10-03  -0.860
2012-10-04  -0.896
