Title:               5-Year 0-1/8% Treasury Inflation-Indexed Note, Due 4/15/2019©
Series ID:           DTP5A19
Source:              Dow Jones & Company, Haver Analytics
Release:             Daily Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Daily
Units:               Percent
Date Range:          2014-04-25 to 2017-01-12
Last Updated:        2017-01-13 6:51 AM CST
Notes:               Yield to maturity on accrued principal.
                     Treasury Inflation-Protected Securities, or TIPS, are securities whose
                     principal is tied to the Consumer Price Index (CPI). The principal
                     increases with inflation and decreases with deflation. When the
                     security matures, the U.S. Treasury pays the original or adjusted
                     principal, whichever is greater.
                     Copyright, 2016, Haver Analytics. Reprinted with permission.

DATE         VALUE
2014-04-25  -0.290
2014-04-28  -0.264
2014-04-29  -0.236
2014-04-30  -0.295
2014-05-01  -0.341
2014-05-02  -0.313
2014-05-05  -0.294
2014-05-06  -0.276
2014-05-07  -0.306
2014-05-08  -0.351
2014-05-09  -0.337
2014-05-12  -0.287
2014-05-13  -0.317
2014-05-14  -0.395
2014-05-15  -0.448
2014-05-16  -0.444
2014-05-19  -0.429
2014-05-20  -0.461
2014-05-21  -0.460
2014-05-22  -0.468
2014-05-23  -0.479
2014-05-26       .
2014-05-27  -0.465
2014-05-28  -0.514
2014-05-29  -0.514
2014-05-30  -0.477
2014-06-02  -0.400
2014-06-03  -0.348
2014-06-04  -0.329
2014-06-05  -0.366
2014-06-06  -0.345
2014-06-09  -0.333
2014-06-10  -0.313
2014-06-11  -0.324
2014-06-12  -0.374
2014-06-13  -0.310
2014-06-16  -0.312
2014-06-17  -0.305
2014-06-18  -0.344
2014-06-19  -0.403
2014-06-20  -0.417
2014-06-23  -0.412
2014-06-24  -0.453
2014-06-25  -0.463
2014-06-26  -0.484
2014-06-27  -0.490
2014-06-30  -0.504
2014-07-01  -0.459
2014-07-02  -0.420
2014-07-03  -0.410
2014-07-04       .
2014-07-07  -0.407
2014-07-08  -0.420
2014-07-09  -0.425
2014-07-10  -0.464
2014-07-11  -0.473
2014-07-14  -0.420
2014-07-15  -0.383
2014-07-16  -0.361
2014-07-17  -0.416
2014-07-18  -0.403
2014-07-21  -0.390
2014-07-22  -0.384
2014-07-23  -0.384
2014-07-24  -0.348
2014-07-25  -0.390
2014-07-28  -0.356
2014-07-29  -0.375
2014-07-30  -0.318
2014-07-31  -0.336
2014-08-01  -0.386
2014-08-04  -0.376
2014-08-05  -0.366
2014-08-06  -0.371
2014-08-07  -0.400
2014-08-08  -0.384
2014-08-11  -0.391
2014-08-12  -0.385
2014-08-13  -0.418
2014-08-14  -0.432
2014-08-15  -0.419
2014-08-18  -0.376
2014-08-19  -0.368
2014-08-20  -0.308
2014-08-21  -0.316
2014-08-22  -0.248
2014-08-25  -0.239
2014-08-26  -0.260
2014-08-27  -0.284
2014-08-28  -0.291
2014-08-29  -0.274
2014-09-01       .
2014-09-02  -0.224
2014-09-03  -0.230
2014-09-04  -0.213
2014-09-05  -0.220
2014-09-08  -0.165
2014-09-09  -0.107
2014-09-10  -0.059
2014-09-11  -0.101
2014-09-12  -0.069
2014-09-15  -0.089
2014-09-16  -0.106
2014-09-17   0.024
2014-09-18   0.104
2014-09-19   0.104
2014-09-22   0.104
2014-09-23   0.046
2014-09-24   0.049
2014-09-25   0.006
2014-09-26   0.034
2014-09-29   0.020
2014-09-30   0.060
2014-10-01  -0.052
2014-10-02  -0.030
2014-10-03   0.058
2014-10-06   0.025
2014-10-07  -0.041
2014-10-08  -0.110
2014-10-09  -0.124
2014-10-10  -0.120
2014-10-13       .
2014-10-14  -0.159
2014-10-15  -0.200
2014-10-16  -0.182
2014-10-17  -0.176
2014-10-20  -0.216
2014-10-21  -0.184
2014-10-22  -0.188
2014-10-23  -0.134
2014-10-24  -0.097
2014-10-27  -0.102
2014-10-28  -0.118
2014-10-29  -0.059
2014-10-30  -0.056
2014-10-31  -0.064
2014-11-03  -0.046
2014-11-04  -0.052
2014-11-05  -0.052
2014-11-06  -0.053
2014-11-07  -0.132
2014-11-10  -0.091
2014-11-11       .
2014-11-12  -0.080
2014-11-13  -0.043
2014-11-14  -0.065
2014-11-17  -0.023
2014-11-18  -0.030
2014-11-19   0.023
2014-11-20  -0.011
2014-11-21  -0.063
2014-11-24  -0.047
2014-11-25  -0.052
2014-11-26  -0.078
2014-11-27       .
2014-11-28  -0.055
2014-12-01  -0.048
2014-12-02   0.046
2014-12-03   0.060
2014-12-04   0.043
2014-12-05   0.177
2014-12-08   0.212
2014-12-09   0.159
2014-12-10   0.158
2014-12-11   0.214
2014-12-12   0.248
2014-12-15   0.298
2014-12-16   0.252
2014-12-17   0.294
2014-12-18   0.360
2014-12-19   0.333
2014-12-22   0.320
2014-12-23   0.376
2014-12-24   0.415
2014-12-25       .
2014-12-26   0.425
2014-12-29   0.410
2014-12-30   0.373
2014-12-31   0.296
2015-01-01       .
2015-01-02   0.296
2015-01-05   0.270
2015-01-06   0.289
2015-01-07   0.241
2015-01-08   0.180
2015-01-09   0.125
2015-01-12   0.108
2015-01-13   0.116
2015-01-14   0.011
2015-01-15  -0.101
2015-01-16  -0.076
2015-01-19       .
2015-01-20  -0.052
2015-01-21  -0.034
2015-01-22  -0.008
2015-01-23  -0.086
2015-01-26  -0.088
2015-01-27  -0.176
2015-01-28  -0.222
2015-01-29  -0.224
2015-01-30  -0.340
2015-02-02  -0.390
2015-02-03  -0.392
2015-02-04  -0.328
2015-02-05  -0.331
2015-02-06  -0.164
2015-02-09  -0.144
2015-02-10  -0.081
2015-02-11  -0.064
2015-02-12  -0.075
2015-02-13  -0.111
2015-02-16       .
2015-02-17  -0.025
2015-02-18  -0.125
2015-02-19  -0.072
2015-02-20  -0.052
2015-02-23  -0.088
2015-02-24  -0.148
2015-02-25  -0.188
2015-02-26  -0.197
2015-02-27  -0.314
2015-03-02  -0.222
2015-03-03  -0.232
2015-03-04  -0.249
2015-03-05  -0.214
2015-03-06  -0.120
2015-03-09  -0.090
2015-03-10  -0.086
2015-03-11  -0.081
2015-03-12  -0.090
2015-03-13  -0.043
2015-03-16  -0.011
2015-03-17  -0.002
2015-03-18  -0.262
2015-03-19  -0.223
2015-03-20  -0.274
2015-03-23  -0.282
2015-03-24  -0.362
2015-03-25  -0.389
2015-03-26  -0.347
2015-03-27  -0.356
2015-03-30  -0.330
2015-03-31  -0.391
2015-04-01  -0.505
2015-04-02  -0.460
2015-04-03  -0.574
2015-04-06  -0.562
2015-04-07  -0.547
2015-04-08  -0.493
2015-04-09  -0.440
2015-04-10  -0.407
2015-04-13  -0.409
2015-04-14  -0.445
2015-04-15  -0.509
2015-04-16  -0.544
2015-04-17  -0.577
2015-04-20  -0.549
2015-04-21  -0.498
2015-04-22  -0.470
2015-04-23  -0.531
2015-04-24  -0.548
2015-04-27  -0.539
2015-04-28  -0.482
2015-04-29  -0.459
2015-04-30  -0.463
2015-05-01  -0.397
2015-05-04  -0.372
2015-05-05  -0.361
2015-05-06  -0.306
2015-05-07  -0.293
2015-05-08  -0.343
2015-05-11  -0.247
2015-05-12  -0.277
2015-05-13  -0.297
2015-05-14  -0.342
2015-05-15  -0.359
2015-05-18  -0.302
2015-05-19  -0.225
2015-05-20  -0.293
2015-05-21  -0.315
2015-05-22  -0.284
2015-05-25       .
2015-05-26  -0.273
2015-05-27  -0.214
2015-05-28  -0.222
2015-05-29  -0.312
2015-06-01  -0.205
2015-06-02  -0.187
2015-06-03  -0.129
2015-06-04  -0.155
2015-06-05  -0.116
2015-06-08  -0.134
2015-06-09  -0.134
2015-06-10  -0.086
2015-06-11  -0.123
2015-06-12  -0.123
2015-06-15  -0.147
2015-06-16  -0.214
2015-06-17  -0.281
2015-06-18  -0.243
2015-06-19  -0.248
2015-06-22  -0.204
2015-06-23  -0.186
2015-06-24  -0.200
2015-06-25  -0.170
2015-06-26  -0.134
2015-06-29  -0.213
2015-06-30  -0.232
2015-07-01  -0.155
2015-07-02  -0.232
2015-07-03       .
2015-07-06  -0.238
2015-07-07  -0.266
2015-07-08  -0.255
2015-07-09  -0.214
2015-07-10  -0.132
2015-07-13  -0.072
2015-07-14  -0.087
2015-07-15  -0.108
2015-07-16  -0.073
