Title:               5-Year 0-1/8% Treasury Inflation-Indexed Note, Due 4/15/2020©
Series ID:           DTP5A20
Source:              Dow Jones & Company, Haver Analytics
Release:             Daily Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Daily
Units:               Percent
Date Range:          2015-04-30 to 2017-01-12
Last Updated:        2017-01-13 6:51 AM CST
Notes:               

DATE         VALUE
2015-04-30  -0.330
2015-05-01  -0.262
2015-05-04  -0.241
2015-05-05  -0.222
2015-05-06  -0.169
2015-05-07  -0.160
2015-05-08  -0.214
2015-05-11  -0.114
2015-05-12  -0.130
2015-05-13  -0.158
2015-05-14  -0.199
2015-05-15  -0.221
2015-05-18  -0.167
2015-05-19  -0.093
2015-05-20  -0.154
2015-05-21  -0.175
2015-05-22  -0.147
2015-05-25       .
2015-05-26  -0.135
2015-05-27  -0.084
2015-05-28  -0.092
2015-05-29  -0.180
2015-06-01  -0.082
2015-06-02  -0.048
2015-06-03   0.011
2015-06-04  -0.012
2015-06-05   0.027
2015-06-08   0.004
2015-06-09   0.012
2015-06-10   0.062
2015-06-11   0.018
2015-06-12   0.015
2015-06-15  -0.001
2015-06-16  -0.079
2015-06-17  -0.133
2015-06-18  -0.095
2015-06-19  -0.116
2015-06-22  -0.068
2015-06-23  -0.049
2015-06-24  -0.068
2015-06-25  -0.042
2015-06-26  -0.002
2015-06-29  -0.082
2015-06-30  -0.095
2015-07-01  -0.017
2015-07-02  -0.090
2015-07-03       .
2015-07-06  -0.117
2015-07-07  -0.141
2015-07-08  -0.141
2015-07-09  -0.091
2015-07-10  -0.013
2015-07-13   0.048
2015-07-14   0.026
2015-07-15   0.002
2015-07-16   0.036
2015-07-17   0.066
2015-07-20   0.113
2015-07-21   0.084
2015-07-22   0.112
2015-07-23   0.104
2015-07-24   0.150
2015-07-27   0.132
2015-07-28   0.145
2015-07-29   0.128
2015-07-30   0.143
2015-07-31   0.097
2015-08-03   0.125
2015-08-04   0.204
2015-08-05   0.268
2015-08-06   0.241
2015-08-07   0.226
2015-08-10   0.214
2015-08-11   0.152
2015-08-12   0.147
2015-08-13   0.219
2015-08-14   0.250
2015-08-17   0.252
2015-08-18   0.282
2015-08-19   0.248
2015-08-20   0.254
2015-08-21   0.215
2015-08-24   0.205
2015-08-25   0.237
2015-08-26   0.254
2015-08-27   0.178
2015-08-28   0.191
2015-08-31   0.169
2015-09-01   0.205
2015-09-02   0.231
2015-09-03   0.226
2015-09-04   0.240
2015-09-07       .
2015-09-08   0.282
2015-09-09   0.271
2015-09-10   0.260
2015-09-11   0.224
2015-09-14   0.245
2015-09-15   0.319
2015-09-16   0.314
2015-09-17   0.185
2015-09-18   0.170
2015-09-21   0.230
2015-09-22   0.201
2015-09-23   0.204
2015-09-24   0.230
2015-09-25   0.288
2015-09-28   0.316
2015-09-29   0.258
2015-09-30   0.229
2015-10-01   0.167
2015-10-02   0.061
2015-10-05   0.082
2015-10-06   0.039
2015-10-07   0.047
2015-10-08   0.035
2015-10-09   0.097
2015-10-12       .
2015-10-13   0.102
2015-10-14   0.043
2015-10-15   0.083
2015-10-16   0.094
2015-10-19   0.136
2015-10-20   0.160
2015-10-21   0.141
2015-10-22   0.141
2015-10-23   0.155
2015-10-26   0.176
2015-10-27   0.146
2015-10-28   0.245
2015-10-29   0.270
2015-10-30   0.250
2015-11-02   0.259
2015-11-03   0.228
2015-11-04   0.304
2015-11-05   0.336
2015-11-06   0.406
2015-11-09   0.372
2015-11-10   0.366
2015-11-11       .
2015-11-12   0.398
2015-11-13   0.372
2015-11-16   0.370
2015-11-17   0.352
2015-11-18   0.345
2015-11-19   0.324
2015-11-20   0.299
2015-11-23   0.286
2015-11-24   0.249
2015-11-25   0.260
2015-11-26       .
2015-11-27   0.249
2015-11-30   0.269
2015-12-01   0.210
2015-12-02   0.271
2015-12-03   0.327
2015-12-04   0.313
2015-12-07   0.335
2015-12-08   0.335
2015-12-09   0.330
2015-12-10   0.397
2015-12-11   0.314
2015-12-14   0.405
2015-12-15   0.395
2015-12-16   0.463
2015-12-17   0.432
2015-12-18   0.395
2015-12-21   0.411
2015-12-22   0.429
2015-12-23   0.411
2015-12-24   0.389
2015-12-25       .
2015-12-28   0.410
2015-12-29   0.447
2015-12-30   0.444
2015-12-31   0.354
2016-01-01       .
2016-01-04   0.343
2016-01-05   0.346
2016-01-06   0.304
2016-01-07   0.278
2016-01-08   0.252
2016-01-11   0.277
2016-01-12   0.256
2016-01-13   0.229
2016-01-14   0.214
2016-01-15   0.240
2016-01-18       .
2016-01-19   0.218
2016-01-20   0.240
2016-01-21   0.242
2016-01-22   0.226
2016-01-25   0.216
2016-01-26   0.183
2016-01-27   0.127
2016-01-28   0.090
2016-01-29   0.019
2016-02-01   0.082
2016-02-02   0.041
2016-02-03   0.013
2016-02-04   0.021
2016-02-05   0.076
2016-02-08   0.063
2016-02-09   0.138
2016-02-10   0.095
2016-02-11   0.076
2016-02-12   0.061
2016-02-15       .
2016-02-16   0.091
2016-02-17   0.112
2016-02-18   0.087
2016-02-19   0.074
2016-02-22   0.029
2016-02-23  -0.005
2016-02-24  -0.049
2016-02-25  -0.139
2016-02-26  -0.075
2016-02-29  -0.143
2016-03-01  -0.091
2016-03-02  -0.106
2016-03-03  -0.142
2016-03-04  -0.097
2016-03-07  -0.073
2016-03-08  -0.116
2016-03-09  -0.105
2016-03-10  -0.047
2016-03-11  -0.041
2016-03-14  -0.020
2016-03-15   0.012
2016-03-16  -0.176
2016-03-17  -0.213
2016-03-18  -0.276
2016-03-21  -0.263
2016-03-22  -0.227
2016-03-23  -0.220
2016-03-24  -0.178
2016-03-25       .
2016-03-28  -0.183
2016-03-29  -0.326
2016-03-30  -0.396
2016-03-31  -0.436
2016-04-01  -0.399
2016-04-04  -0.421
2016-04-05  -0.406
2016-04-06  -0.406
2016-04-07  -0.429
2016-04-08  -0.438
2016-04-11  -0.416
2016-04-12  -0.366
2016-04-13  -0.348
2016-04-14  -0.304
2016-04-15  -0.322
2016-04-18  -0.305
2016-04-19  -0.334
2016-04-20  -0.294
2016-04-21  -0.286
2016-04-22  -0.283
2016-04-25  -0.268
2016-04-26  -0.261
2016-04-27  -0.327
2016-04-28  -0.401
2016-04-29  -0.423
2016-05-02  -0.348
2016-05-03  -0.391
2016-05-04  -0.374
2016-05-05  -0.407
2016-05-06  -0.373
2016-05-09  -0.383
2016-05-10  -0.417
2016-05-11  -0.425
2016-05-12  -0.394
2016-05-13  -0.409
2016-05-16  -0.386
2016-05-17  -0.374
2016-05-18  -0.243
2016-05-19  -0.253
2016-05-20  -0.242
2016-05-23  -0.244
2016-05-24  -0.229
2016-05-25  -0.241
2016-05-26  -0.287
2016-05-27  -0.236
2016-05-30       .
2016-05-31  -0.240
2016-06-01  -0.211
2016-06-02  -0.243
2016-06-03  -0.355
2016-06-06  -0.383
2016-06-07  -0.406
2016-06-08  -0.412
2016-06-09  -0.430
2016-06-10  -0.447
2016-06-13  -0.426
2016-06-14  -0.420
2016-06-15  -0.467
2016-06-16  -0.449
2016-06-17  -0.410
2016-06-20  -0.372
2016-06-21  -0.335
2016-06-22  -0.329
2016-06-23  -0.345
2016-06-24  -0.405
2016-06-27  -0.383
2016-06-28  -0.414
2016-06-29  -0.464
2016-06-30  -0.495
2016-07-01  -0.555
2016-07-04       .
2016-07-05  -0.546
2016-07-06  -0.572
2016-07-07  -0.529
2016-07-08  -0.532
2016-07-11  -0.478
2016-07-12  -0.468
2016-07-13  -0.475
2016-07-14  -0.446
2016-07-15  -0.397
2016-07-18  -0.405
2016-07-19  -0.399
2016-07-20  -0.361
2016-07-21  -0.373
2016-07-22  -0.342
2016-07-25  -0.296
2016-07-26  -0.272
2016-07-27  -0.301
2016-07-28  -0.316
2016-07-29  -0.369
2016-08-01  -0.282
2016-08-02  -0.245
2016-08-03  -0.281
2016-08-04  -0.352
2016-08-05  -0.269
2016-08-08  -0.269
2016-08-09  -0.268
2016-08-10  -0.272
2016-08-11  -0.239
2016-08-12  -0.267
2016-08-15  -0.255
2016-08-16  -0.211
2016-08-17  -0.234
2016-08-18  -0.300
2016-08-19  -0.269
2016-08-22  -0.280
2016-08-23  -0.287
2016-08-24  -0.274
2016-08-25  -0.255
2016-08-26  -0.165
2016-08-29  -0.182
2016-08-30  -0.165
2016-08-31  -0.165
2016-09-01  -0.138
2016-09-02  -0.151
2016-09-05       .
2016-09-06  -0.229
2016-09-07  -0.259
2016-09-08  -0.236
2016-09-09  -0.181
2016-09-12  -0.200
2016-09-13  -0.149
2016-09-14  -0.203
2016-09-15  -0.229
2016-09-16  -0.252
2016-09-19  -0.241
2016-09-20  -0.235
2016-09-21  -0.268
2016-09-22  -0.322
2016-09-23  -0.373
2016-09-26  -0.375
2016-09-27  -0.365
2016-09-28  -0.437
2016-09-29  -0.437
2016-09-30  -0.443
2016-10-03  -0.419
2016-10-04  -0.381
2016-10-05  -0.368
2016-10-06  -0.368
2016-10-07  -0.368
2016-10-10       .
2016-10-11  -0.366
2016-10-12  -0.362
2016-10-13  -0.397
2016-10-14  -0.407
2016-10-17  -0.467
2016-10-18  -0.474
2016-10-19  -0.490
2016-10-20  -0.468
2016-10-21  -0.467
2016-10-24  -0.450
2016-10-25  -0.435
2016-10-26  -0.418
2016-10-27  -0.399
2016-10-28  -0.431
2016-10-31  -0.434
2016-11-01  -0.441
2016-11-02  -0.450
2016-11-03  -0.435
2016-11-04  -0.414
2016-11-07  -0.414
2016-11-08  -0.395
2016-11-09  -0.357
2016-11-10  -0.323
2016-11-11       .
2016-11-14  -0.176
2016-11-15  -0.179
2016-11-16  -0.174
