Title:               10-Year 1-3/8% Treasury Inflation-Indexed Note, Due 1/15/2020©
Series ID:           DTP10J20
Source:              Dow Jones & Company, Haver Analytics
Release:             Daily Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Daily
Units:               Percent
Date Range:          2010-01-13 to 2017-01-12
Last Updated:        2017-01-13 6:51 AM CST
Notes:               Yield to maturity on accrued principal.
                     Treasury Inflation-Protected Securities, or TIPS, are securities whose
                     principal is tied to the Consumer Price Index (CPI). The principal
                     increases with inflation and decreases with deflation. When the
                     security matures, the U.S. Treasury pays the original or adjusted
                     principal, whichever is greater.
                     Copyright, 2016, Haver Analytics. Reprinted with permission.

DATE         VALUE
2010-01-13   1.427
2010-01-14   1.397
2010-01-15   1.342
2010-01-18       .
2010-01-19   1.343
2010-01-20   1.306
2010-01-21   1.293
2010-01-22   1.308
2010-01-25   1.318
2010-01-26   1.308
2010-01-27   1.338
2010-01-28   1.341
2010-01-29   1.294
2010-02-01   1.281
2010-02-02   1.266
2010-02-03   1.306
2010-02-04   1.284
2010-02-05   1.326
2010-02-08   1.341
2010-02-09   1.370
2010-02-10   1.429
2010-02-11   1.468
2010-02-12   1.460
2010-02-15       .
2010-02-16   1.424
2010-02-17   1.455
2010-02-18   1.484
2010-02-19   1.510
2010-02-22   1.553
2010-02-23   1.498
2010-02-24   1.512
2010-02-25   1.501
2010-02-26   1.441
2010-03-01   1.459
2010-03-02   1.455
2010-03-03   1.455
2010-03-04   1.441
2010-03-05   1.467
2010-03-08   1.490
2010-03-09   1.472
2010-03-10   1.471
2010-03-11   1.483
2010-03-12   1.449
2010-03-15   1.450
2010-03-16   1.411
2010-03-17   1.397
2010-03-18   1.443
2010-03-19   1.497
2010-03-22   1.478
2010-03-23   1.488
2010-03-24   1.603
2010-03-25   1.650
2010-03-26   1.628
2010-03-29   1.652
2010-03-30   1.661
2010-03-31   1.600
2010-04-01   1.611
2010-04-02   1.685
2010-04-05   1.711
2010-04-06   1.664
2010-04-07   1.534
2010-04-08   1.564
2010-04-09   1.552
2010-04-12   1.520
2010-04-13   1.501
2010-04-14   1.534
2010-04-15   1.498
2010-04-16   1.447
2010-04-19   1.484
2010-04-20   1.463
2010-04-21   1.406
2010-04-22   1.446
2010-04-23   1.453
2010-04-26   1.456
2010-04-27   1.359
2010-04-28   1.408
