Title:               20-Year 2-1/2% Treasury Inflation-Indexed Bond, Due 1/15/2029©
Series ID:           DTP20J29
Source:              Dow Jones & Company, Haver Analytics
Release:             Daily Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Daily
Units:               Percent
Date Range:          2010-01-04 to 2017-01-12
Last Updated:        2017-01-13 6:51 AM CST
Notes:               Yield to maturity on accrued principal.
                     Treasury Inflation-Protected Securities, or TIPS, are securities whose
                     principal is tied to the Consumer Price Index (CPI). The principal
                     increases with inflation and decreases with deflation. When the
                     security matures, the U.S. Treasury pays the original or adjusted
                     principal, whichever is greater.
                     Copyright, 2016, Haver Analytics. Reprinted with permission.

DATE         VALUE
2010-01-04   2.048
2010-01-05   1.973
2010-01-06   2.016
2010-01-07   2.020
2010-01-08   1.986
2010-01-11   2.031
2010-01-12   1.964
2010-01-13   2.043
2010-01-14   2.006
2010-01-15   1.998
2010-01-18       .
2010-01-19   2.005
2010-01-20   1.980
2010-01-21   1.960
2010-01-22   1.969
2010-01-25   1.986
2010-01-26   1.989
2010-01-27   1.997
2010-01-28   1.975
2010-01-29   1.932
2010-02-01   1.933
2010-02-02   1.918
2010-02-03   1.978
2010-02-04   1.953
2010-02-05   1.987
2010-02-08   1.990
2010-02-09   2.028
2010-02-10   2.091
2010-02-11   2.132
2010-02-12   2.136
2010-02-15       .
2010-02-16   2.103
2010-02-17   2.132
2010-02-18   2.153
2010-02-19   2.143
2010-02-22   2.187
2010-02-23   2.137
2010-02-24   2.162
2010-02-25   2.135
2010-02-26   2.102
2010-03-01   2.120
2010-03-02   2.123
2010-03-03   2.122
2010-03-04   2.099
2010-03-05   2.125
2010-03-08   2.151
2010-03-09   2.156
2010-03-10   2.155
2010-03-11   2.147
2010-03-12   2.115
2010-03-15   2.115
2010-03-16   2.081
2010-03-17   2.051
2010-03-18   2.066
2010-03-19   2.089
2010-03-22   2.074
2010-03-23   2.089
2010-03-24   2.190
2010-03-25   2.203
2010-03-26   2.179
2010-03-29   2.199
2010-03-30   2.198
2010-03-31   2.142
2010-04-01   2.131
2010-04-02   2.198
2010-04-05   2.230
2010-04-06   2.187
2010-04-07   2.061
