Title:               10-Year 0-1/8% Treasury Inflation-Indexed Note, Due 7/15/2024©
Series ID:           DTP10L24
Source:              Dow Jones & Company, Haver Analytics
Release:             Daily Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Daily
Units:               Percent
Date Range:          2014-07-25 to 2017-01-12
Last Updated:        2017-01-13 6:51 AM CST
Notes:               Treasury Inflation-Protected Securities, or TIPS, are securities whose
                     principal is tied to the Consumer Price Index (CPI). The principal
                     increases with inflation and decreases with deflation. When the
                     security matures, the U.S. Treasury pays the original or adjusted
                     principal, whichever is greater.
                     
                     Averages of business days. Yield to maturity on accrued principal.
                     
                     Calculated from data provided by the Wall Street Journal.
                     
                     Copyright, 2016, Haver Analytics. Reprinted with permission.

DATE         VALUE
2014-07-25   0.190
2014-07-28   0.209
2014-07-29   0.185
2014-07-30   0.273
2014-07-31   0.263
2014-08-01   0.250
2014-08-04   0.246
2014-08-05   0.238
2014-08-06   0.234
2014-08-07   0.183
2014-08-08   0.179
2014-08-11   0.172
2014-08-12   0.201
2014-08-13   0.183
2014-08-14   0.159
2014-08-15   0.143
2014-08-18   0.191
2014-08-19   0.213
2014-08-20   0.243
2014-08-21   0.221
2014-08-22   0.249
2014-08-25   0.231
2014-08-26   0.232
2014-08-27   0.207
2014-08-28   0.190
2014-08-29   0.215
2014-09-01       .
2014-09-02   0.258
2014-09-03   0.234
2014-09-04   0.270
2014-09-05   0.296
2014-09-08   0.331
2014-09-09   0.373
2014-09-10   0.423
2014-09-11   0.393
2014-09-12   0.473
2014-09-15   0.444
2014-09-16   0.456
2014-09-17   0.531
2014-09-18   0.590
2014-09-19   0.551
2014-09-22   0.560
2014-09-23   0.511
2014-09-24   0.510
2014-09-25   0.476
2014-09-26   0.536
2014-09-29   0.525
2014-09-30   0.518
2014-10-01   0.420
2014-10-02   0.454
2014-10-03   0.489
2014-10-06   0.474
2014-10-07   0.410
2014-10-08   0.363
2014-10-09   0.348
2014-10-10   0.320
2014-10-13       .
2014-10-14   0.276
2014-10-15   0.217
2014-10-16   0.236
2014-10-17   0.250
2014-10-20   0.254
2014-10-21   0.284
2014-10-22   0.304
2014-10-23   0.339
2014-10-24   0.358
2014-10-27   0.348
2014-10-28   0.346
2014-10-29   0.384
2014-10-30   0.369
2014-10-31   0.381
2014-11-03   0.401
2014-11-04   0.406
2014-11-05   0.402
2014-11-06   0.409
2014-11-07   0.358
2014-11-10   0.402
2014-11-11       .
2014-11-12   0.416
2014-11-13   0.423
2014-11-14   0.399
2014-11-17   0.446
2014-11-18   0.441
2014-11-19   0.493
2014-11-20   0.454
2014-11-21   0.421
2014-11-24   0.404
2014-11-25   0.385
2014-11-26   0.376
2014-11-27       .
2014-11-28   0.355
2014-12-01   0.390
2014-12-02   0.469
2014-12-03   0.463
2014-12-04   0.452
2014-12-05   0.529
2014-12-08   0.512
2014-12-09   0.457
2014-12-10   0.448
2014-12-11   0.442
2014-12-12   0.444
2014-12-15   0.467
2014-12-16   0.400
2014-12-17   0.453
2014-12-18   0.533
2014-12-19   0.467
2014-12-22   0.437
2014-12-23   0.525
2014-12-24   0.557
2014-12-25       .
2014-12-26   0.540
2014-12-29   0.541
2014-12-30   0.526
2014-12-31   0.466
2015-01-01       .
2015-01-02   0.466
2015-01-05   0.369
2015-01-06   0.369
2015-01-07   0.357
2015-01-08   0.384
2015-01-09   0.324
2015-01-12   0.324
2015-01-13   0.330
2015-01-14   0.240
2015-01-15   0.177
2015-01-16   0.192
2015-01-19       .
2015-01-20   0.187
2015-01-21   0.213
2015-01-22   0.232
2015-01-23   0.152
2015-01-26   0.149
2015-01-27   0.108
2015-01-28   0.056
2015-01-29   0.055
2015-01-30  -0.050
