Title:               10-Year 0-3/8% Treasury Inflation-Indexed Note, Due 7/15/2023©
Series ID:           DTP10L23
Source:              Dow Jones & Company, Haver Analytics
Release:             Daily Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Daily
Units:               Percent
Date Range:          2013-07-22 to 2017-01-12
Last Updated:        2017-01-13 6:51 AM CST
Notes:               Yield to maturity on accrued principal.
                     Treasury Inflation-Protected Securities, or TIPS, are securities whose
                     principal is tied to the Consumer Price Index (CPI). The principal
                     increases with inflation and decreases with deflation. When the
                     security matures, the U.S. Treasury pays the original or adjusted
                     principal, whichever is greater.
                     Copyright, 2016, Haver Analytics. Reprinted with permission.

DATE         VALUE
2013-07-22   0.278
2013-07-23   0.324
2013-07-24   0.433
2013-07-25   0.456
2013-07-26   0.410
2013-07-29   0.435
2013-07-30   0.446
2013-07-31   0.392
2013-08-01   0.470
2013-08-02   0.393
2013-08-05   0.410
2013-08-06   0.364
2013-08-07   0.330
2013-08-08   0.322
2013-08-09   0.311
2013-08-12   0.343
2013-08-13   0.458
2013-08-14   0.480
2013-08-15   0.560
2013-08-16   0.650
2013-08-19   0.735
2013-08-20   0.643
2013-08-21   0.687
2013-08-22   0.769
2013-08-23   0.673
2013-08-26   0.631
2013-08-27   0.546
2013-08-28   0.599
2013-08-29   0.616
2013-08-30   0.652
2013-09-02       .
2013-09-03   0.723
2013-09-04   0.803
2013-09-05   0.888
2013-09-06   0.840
2013-09-09   0.817
2013-09-10   0.844
2013-09-11   0.774
2013-09-12   0.786
2013-09-13   0.774
2013-09-16   0.736
2013-09-17   0.679
2013-09-18   0.494
2013-09-19   0.516
2013-09-20   0.486
2013-09-23   0.448
2013-09-24   0.432
2013-09-25   0.418
2013-09-26   0.430
2013-09-27   0.426
2013-09-30   0.416
2013-10-01   0.443
2013-10-02   0.411
2013-10-03   0.399
2013-10-04   0.427
2013-10-07   0.415
2013-10-08   0.440
2013-10-09   0.441
2013-10-10   0.459
2013-10-11   0.467
2013-10-14       .
2013-10-15   0.500
2013-10-16   0.468
2013-10-17   0.406
2013-10-18   0.396
2013-10-21   0.412
2013-10-22   0.332
2013-10-23   0.314
2013-10-24   0.336
2013-10-25   0.309
2013-10-28   0.303
2013-10-29   0.314
2013-10-30   0.336
2013-10-31   0.365
2013-11-01   0.465
2013-11-04   0.455
2013-11-05   0.514
2013-11-06   0.440
2013-11-07   0.427
2013-11-08   0.562
2013-11-11       .
2013-11-12   0.569
2013-11-13   0.537
2013-11-14   0.481
2013-11-15   0.487
2013-11-18   0.459
2013-11-19   0.491
2013-11-20   0.587
2013-11-21   0.560
2013-11-22   0.523
2013-11-25   0.517
2013-11-26   0.487
2013-11-27   0.544
2013-11-28       .
2013-11-29   0.552
2013-12-02   0.613
2013-12-03   0.598
2013-12-04   0.691
