Title:               30-Year 2-1/8% Treasury Inflation-Indexed Bond, Due 2/15/2040©
Series ID:           DTP30F40
Source:              Dow Jones & Company, Haver Analytics
Release:             Daily Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Daily
Units:               Percent
Date Range:          2010-02-23 to 2017-01-12
Last Updated:        2017-01-13 6:51 AM CST
Notes:               Yield to maturity on accrued principal.
                     Treasury Inflation-Protected Securities, or TIPS, are securities whose
                     principal is tied to the Consumer Price Index (CPI). The principal
                     increases with inflation and decreases with deflation. When the
                     security matures, the U.S. Treasury pays the original or adjusted
                     principal, whichever is greater.
                     Copyright, 2016, Haver Analytics. Reprinted with permission.

DATE        VALUE
2010-02-23  2.154
2010-02-24  2.178
2010-02-25  2.151
2010-02-26  2.124
2010-03-01  2.146
2010-03-02  2.150
2010-03-03  2.167
2010-03-04  2.136
2010-03-05  2.163
2010-03-08  2.187
2010-03-09  2.191
2010-03-10  2.184
2010-03-11  2.173
2010-03-12  2.145
2010-03-15  2.142
2010-03-16  2.126
2010-03-17  2.086
2010-03-18  2.098
2010-03-19  2.114
2010-03-22  2.102
2010-03-23  2.115
2010-03-24  2.212
2010-03-25  2.233
2010-03-26  2.213
2010-03-29  2.229
2010-03-30  2.229
2010-03-31  2.171
2010-04-01  2.158
2010-04-02  2.229
2010-04-05  2.265
2010-04-06  2.221
2010-04-07  2.103
2010-04-08  2.122
2010-04-09  2.114
2010-04-12  2.076
2010-04-13  2.054
2010-04-14  2.095
2010-04-15  2.066
2010-04-16  2.028
2010-04-19  2.051
2010-04-20  2.035
2010-04-21  1.982
2010-04-22  2.015
2010-04-23  2.008
2010-04-26  2.018
2010-04-27  1.937
2010-04-28  1.994
2010-04-29  1.891
2010-04-30  1.844
2010-05-03  1.883
2010-05-04  1.842
2010-05-05  1.837
2010-05-06  1.746
2010-05-07  1.789
2010-05-10  1.850
2010-05-11  1.862
2010-05-12  1.855
2010-05-13  1.842
2010-05-14  1.789
2010-05-17  1.827
2010-05-18  1.753
2010-05-19  1.816
2010-05-20  1.872
2010-05-21  1.803
2010-05-24  1.812
2010-05-25  1.823
2010-05-26  1.820
2010-05-27  1.860
2010-05-28  1.824
2010-05-31      .
2010-06-01  1.832
2010-06-02  1.860
2010-06-03  1.844
2010-06-04  1.749
2010-06-07  1.759
2010-06-08  1.771
2010-06-09  1.771
2010-06-10  1.848
2010-06-11  1.794
2010-06-14  1.815
2010-06-15  1.824
2010-06-16  1.800
2010-06-17  1.728
2010-06-18  1.759
2010-06-21  1.748
2010-06-22  1.702
2010-06-23  1.714
2010-06-24  1.749
2010-06-25  1.739
2010-06-28  1.722
2010-06-29  1.699
2010-06-30  1.690
2010-07-01  1.756
2010-07-02  1.814
2010-07-05      .
2010-07-06  1.792
2010-07-07  1.847
2010-07-08  1.827
2010-07-09  1.833
2010-07-12  1.829
2010-07-13  1.862
2010-07-14  1.833
2010-07-15  1.825
2010-07-16  1.874
2010-07-19  1.950
2010-07-20  1.938
2010-07-21  1.859
2010-07-22  1.874
2010-07-23  1.936
2010-07-26  1.919
2010-07-27  1.940
2010-07-28  1.912
2010-07-29  1.904
2010-07-30  1.859
2010-08-02  1.883
2010-08-03  1.847
2010-08-04  1.867
2010-08-05  1.876
2010-08-06  1.843
2010-08-09  1.853
2010-08-10  1.839
2010-08-11  1.785
2010-08-12  1.848
2010-08-13  1.787
2010-08-16  1.719
2010-08-17  1.788
2010-08-18  1.787
2010-08-19  1.765
2010-08-20  1.768
2010-08-23  1.759
2010-08-24  1.709
2010-08-25  1.663
2010-08-26  1.568
2010-08-27  1.725
2010-08-30  1.616
2010-08-31  1.569
2010-09-01  1.661
2010-09-02  1.686
2010-09-03  1.714
2010-09-06      .
2010-09-07  1.651
2010-09-08  1.687
2010-09-09  1.740
2010-09-10  1.715
2010-09-13  1.662
2010-09-14  1.654
2010-09-15  1.720
2010-09-16  1.771
2010-09-17  1.781
2010-09-20  1.736
2010-09-21  1.652
2010-09-22  1.550
2010-09-23  1.582
2010-09-24  1.643
2010-09-27  1.613
2010-09-28  1.506
2010-09-29  1.571
2010-09-30  1.566
2010-10-01  1.604
2010-10-04  1.596
2010-10-05  1.538
2010-10-06  1.430
2010-10-07  1.500
2010-10-08  1.432
2010-10-11      .
2010-10-12  1.474
2010-10-13  1.393
2010-10-14  1.362
2010-10-15  1.434
2010-10-18  1.389
2010-10-19  1.360
2010-10-20  1.369
2010-10-21  1.377
2010-10-22  1.391
2010-10-25  1.358
2010-10-26  1.421
2010-10-27  1.478
2010-10-28  1.443
2010-10-29  1.414
2010-11-01  1.396
2010-11-02  1.337
2010-11-03  1.491
2010-11-04  1.459
2010-11-05  1.518
2010-11-08  1.541
2010-11-09  1.617
2010-11-10  1.587
2010-11-11      .
2010-11-12  1.665
2010-11-15  1.776
2010-11-16  1.719
2010-11-17  1.752
2010-11-18  1.739
2010-11-19  1.695
2010-11-22  1.646
2010-11-23  1.612
2010-11-24  1.718
2010-11-25      .
2010-11-26  1.653
2010-11-29  1.617
2010-11-30  1.646
2010-12-01  1.730
2010-12-02  1.730
2010-12-03  1.766
2010-12-06  1.708
2010-12-07  1.813
2010-12-08  1.874
2010-12-09  1.934
2010-12-10  1.952
2010-12-13  1.898
2010-12-14  2.049
2010-12-15  1.997
2010-12-16  1.965
2010-12-17  1.834
2010-12-20  1.914
2010-12-21  1.870
2010-12-22  1.900
2010-12-23  1.923
2010-12-24      .
2010-12-27  1.886
2010-12-28  2.014
2010-12-29  1.899
2010-12-30  1.930
2010-12-31  1.848
2011-01-03  1.897
2011-01-04  1.909
2011-01-05  1.965
2011-01-06  1.940
2011-01-07  1.916
2011-01-10  1.909
2011-01-11  1.877
2011-01-12  1.914
2011-01-13  1.891
2011-01-14  1.927
2011-01-17      .
2011-01-18  1.939
2011-01-19  1.906
2011-01-20  1.999
2011-01-21  2.017
2011-01-24  2.027
2011-01-25  1.994
2011-01-26  2.080
2011-01-27  2.058
2011-01-28  2.053
2011-01-31  2.075
2011-02-01  2.069
2011-02-02  2.091
2011-02-03  2.132
2011-02-04  2.172
2011-02-07  2.157
2011-02-08  2.213
2011-02-09  2.175
2011-02-10  2.260
2011-02-11  2.205
2011-02-14  2.173
2011-02-15  2.176
2011-02-16  2.203
2011-02-17  2.161
2011-02-18  2.143
2011-02-21      .
2011-02-22  2.063
2011-02-23  2.046
2011-02-24  1.977
2011-02-25  1.953
2011-02-28  1.944
2011-03-01  1.924
2011-03-02  1.942
2011-03-03  1.985
2011-03-04  1.933
2011-03-07  1.914
2011-03-08  1.938
2011-03-09  1.916
2011-03-10  1.844
2011-03-11  1.877
2011-03-14  1.869
2011-03-15  1.855
2011-03-16  1.792
2011-03-17  1.787
2011-03-18  1.787
2011-03-21  1.811
2011-03-22  1.842
2011-03-23  1.878
2011-03-24  1.861
2011-03-25  1.893
2011-03-28  1.886
2011-03-29  1.921
2011-03-30  1.890
2011-03-31  1.862
2011-04-01  1.824
2011-04-04  1.800
2011-04-05  1.808
2011-04-06  1.894
2011-04-07  1.873
2011-04-08  1.827
2011-04-11  1.831
2011-04-12  1.774
2011-04-13  1.763
2011-04-14  1.748
2011-04-15  1.669
2011-04-18  1.675
2011-04-19  1.635
2011-04-20  1.685
2011-04-21  1.730
2011-04-22      .
2011-04-25  1.717
